feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HILn_QI2110	diagnosis	CD	4.75765770015403	1.60862276900578	388	166	0.00387953359047229	0.0160976497529971
HILn_QI1119	diagnosis	CD	5.71889848652937	1.9362197461515	388	143	0.003930349081601	0.0161742760559712
C18n_QI1037	diagnosis	CD	4.52183642278823	1.53063200291113	388	199	0.00391877447774602	0.0161742760559712
HILn_QI1414	diagnosis	CD	-4.85912478769809	1.64774037698018	388	180	0.0039849559539652	0.0162651263427151
HILp_QI12520	diagnosis	CD	4.37440543400906	1.48180697644448	388	190	0.0039688532318135	0.0162651263427151
C18n_QI8686	diagnosis	CD	4.6899694888638	1.59158858730829	388	158	0.00402832285725873	0.0163752961677184
C18n_QI13828	diagnosis	CD	5.60180808738101	1.91125012293082	388	244	0.00420143679698537	0.0168685962785684
HILn_QI1058	diagnosis	CD	4.67539235094813	1.59477226072596	388	176	0.00418794083495066	0.0168685962785684
HILp_QI13503	diagnosis	CD	4.44342367057925	1.51599920966988	388	220	0.00421714906964211	0.0168685962785684
HILp_QI13144	diagnosis	CD	4.55922447897141	1.55568315346105	388	118	0.00420870519742251	0.0168685962785684
HILp_QI10719	diagnosis	CD	4.67441943798609	1.59768340964542	388	135	0.00426937498682529	0.0170094620989055
HILp_QI9439	diagnosis	CD	5.01384712362659	1.71503839434255	388	136	0.00429793238711789	0.0170552872504678
HILp_QI14726	diagnosis	UC	5.09041412114123	1.74198366458575	388	201	0.00435704155044595	0.0171537068915195
C18n_QI4492	diagnosis	UC	-5.8720749661042	2.01321729462672	388	232	0.00435160921013306	0.0171537068915195
HILp_QI13616	diagnosis	CD	-4.76212889626099	1.63344491744912	388	255	0.00437490335560118	0.0171564837474556
HILp_QI12706	diagnosis	CD	4.35299230451946	1.4949467826079	388	108	0.00446829270738765	0.017454268388233
HILp_QI25076	diagnosis	CD	-4.59806496089755	1.59286889807788	388	195	0.00478887492182296	0.0185615307047401
HILn_QI2332	diagnosis	CD	4.12694371732595	1.42821816941692	388	195	0.00478399643287932	0.0185615307047401
HILp_QI16679	diagnosis	UC	-4.77248954604249	1.65365282805529	388	279	0.00482397163918606	0.0186253731242705
HILn_QI1447	diagnosis	CD	-4.66462166017775	1.61997693738576	388	179	0.00489847412643682	0.0188402851016801
HILp_QI9441	diagnosis	CD	4.6180777292918	1.60612012730955	388	200	0.00494917540413095	0.0189623578702335
C18n_QI8998	diagnosis	CD	4.28073084277695	1.49874762425002	388	188	0.00526401715937366	0.0200916685472277
HILp_TF39	diagnosis	UC	6.84251391674541	2.40149870336759	388	190	0.00531569943793146	0.0202117849351006
HILp_QI11558	diagnosis	CD	4.221985384765	1.48374012166702	388	229	0.00541154009917276	0.020498257951412
C18n_QI7175	diagnosis	CD	4.47635652434643	1.58781790832386	388	169	0.00584055957639657	0.0220398474581003
HILp_QI13142	diagnosis	CD	4.53211712675902	1.60935309801332	388	124	0.00588037415458066	0.0221066697540626
HILp_QI6290	diagnosis	CD	5.22377656088052	1.85972339020255	388	241	0.005976879374888	0.0223853160108165
HILp_QI10345	diagnosis	UC	4.59278972424523	1.63728734843632	388	245	0.00605971279589071	0.0226108686413832
HILp_TF23	diagnosis	CD	5.04203038436182	1.8014264269736	388	271	0.00622907395401389	0.0231037422914981
HILp_QI19473	diagnosis	UC	-5.12713774253404	1.83492828497372	388	257	0.00623801041870447	0.0231037422914981
C18n_QI13912	diagnosis	CD	4.72604618038006	1.69463324933939	388	206	0.00635198058876252	0.0234390427629613
C18n_QI6244	diagnosis	CD	4.62110325516593	1.65774366697493	388	212	0.00639179576159479	0.0234992491235103
HILp_QI20959	diagnosis	UC	4.33652754527126	1.55701467183019	388	174	0.00642464237058605	0.0235334885369452
C18n_QI9051	diagnosis	UC	-5.72141543347222	2.06923318411881	388	257	0.00675241944327656	0.0242892785729373
HILp_QI13140	diagnosis	CD	4.41011017260877	1.59251639385169	388	132	0.00673339477571878	0.0242892785729373
HILp_QI25201	diagnosis	CD	-4.60328449900716	1.66388045480095	388	257	0.00674516199635897	0.0242892785729373
HILn_QI4049	diagnosis	CD	-4.38099030450019	1.58308762790885	388	104	0.00670841894528011	0.0242892785729373
C8p_QI25895	diagnosis	UC	-4.72350418699953	1.70561558544845	388	195	0.00665829209695187	0.0242892785729373
HILn_QI740	diagnosis	UC	-5.22140658743062	1.8900582770911	388	151	0.00681056747920579	0.0243287399170003
C8p_QI20218	diagnosis	CD	-4.45534787601964	1.61221094853495	388	244	0.00681204717676007	0.0243287399170003
HILp_TF16	diagnosis	CD	5.96912841504771	2.16494025564091	388	123	0.00695053150823303	0.0246472748518902
HILp_QI11066	diagnosis	CD	3.89663654312792	1.41317595697614	388	219	0.00693969279101717	0.0246472748518902
HILp_QI18095	diagnosis	UC	-4.73892498078068	1.72712069542816	388	218	0.00718220512649435	0.0253788167013935
HILp_QI24483	diagnosis	CD	-4.5768336682331	1.66900541353787	388	245	0.00727345932581195	0.0256107722739857
HILp_TF39	diagnosis	CD	5.885850539777	2.15122100775148	388	190	0.00739285076285981	0.0258491285414679
C18n_QI13335	diagnosis	CD	-4.94492943854112	1.80719647648283	388	185	0.00736831554783371	0.0258491285414679
C18n_QI5741	diagnosis	CD	4.46659230944324	1.64270889383072	388	176	0.00773028225525303	0.0269347813771883
C18n_QI13355	diagnosis	CD	-5.0063041343398	1.84802355623989	388	186	0.007954110285617	0.0275228729606125
C18n_QI5195	diagnosis	CD	4.40259508642603	1.62453251263968	388	178	0.00794587023301119	0.0275228729606125
HILn_QI10465	diagnosis	CD	-4.09973835565288	1.5148091934291	388	235	0.00806569939300084	0.0278127565275891
HILp_QI22455	diagnosis	CD	4.6620930968976	1.72587679432054	388	279	0.00812452440553343	0.0279193278540668
HILp_QI25112	diagnosis	CD	-4.2431257827265	1.57185127131662	388	148	0.00817167443372021	0.02798518641685
C8p_QI25726	diagnosis	UC	-4.83435435828802	1.80110990784923	388	249	0.00847716838088128	0.0289323152931102
HILn_QI2231	diagnosis	CD	-4.39205167129446	1.63755592074631	388	213	0.00857918197404689	0.0291808910681867
HILp_QI13141	diagnosis	CD	4.39129263215356	1.64148164600846	388	130	0.00875999953392621	0.029594593020021
HILp_QI25040	diagnosis	CD	3.96067499526497	1.47941754083982	388	160	0.00874081922368518	0.029594593020021
HILp_QI18406	diagnosis	CD	4.59286412400822	1.72083247530635	388	185	0.00890956171432433	0.0299985242906543
C18n_QI3961	diagnosis	CD	-5.28503547845779	1.98575864995911	388	174	0.00904981059510039	0.0303684919298671
HILp_TF33	diagnosis	UC	5.87420560628319	2.20835733859757	388	155	0.00913042456032008	0.030536536991037
C8p_QI21966	diagnosis	UC	-4.54298031682284	1.71464234309413	388	227	0.00938917437938009	0.031297247931267
HILp_QI8656	diagnosis	CD	4.66922011112171	1.76379792356632	388	156	0.00945582719981287	0.0314147083050262
HILp_QI11297	diagnosis	CD	4.60576497327737	1.7508061050847	388	196	0.00988177280172732	0.0327211019924746
C18n_QI13367	diagnosis	CD	-4.67604295034941	1.78322874441027	388	177	0.0101120422478387	0.0333730767255403
C18n_QI13811	diagnosis	CD	5.200282001234	1.98562059905859	388	163	0.0102161633471789	0.0336058004841412
C18n_QI13694	diagnosis	CD	4.51733189265657	1.72787139983209	388	195	0.0103481619779132	0.0339283999275844
HILn_QI1184	diagnosis	CD	4.35807078307031	1.66889238600418	388	207	0.010422891870451	0.0340617381387287
C8p_QI25594	diagnosis	CD	-4.87312198040815	1.86734934335945	388	237	0.0104807005998345	0.0341390899017411
HILn_QI1484	diagnosis	CD	4.72861700561683	1.81529878946097	388	175	0.010642026235251	0.0345520332313345
HILp_QI13606	diagnosis	CD	-3.80007333415638	1.45891779602092	388	279	0.0106818426526121	0.0345690700731784
C18n_QI9052	diagnosis	UC	-5.33965439636155	2.05766527301925	388	258	0.0108602705830475	0.0350331309130566
HILp_QI24045	diagnosis	CD	-3.73342916252652	1.43873577791245	388	172	0.0109128705058634	0.0350896157744804
HILp_QI13528	diagnosis	CD	4.46189137662528	1.72370523800095	388	230	0.011073378898095	0.0354915990323559
C8p_QI25102	diagnosis	CD	-4.45657079864713	1.72250897411092	388	199	0.011159979680461	0.0356548871580225
C8p_QI25726	diagnosis	CD	-4.17643184776972	1.61927254348374	388	249	0.0113513120462597	0.0361506753065594
C18n_QI4492	diagnosis	CD	-4.67552087614756	1.81601065187925	388	232	0.011494123524532	0.0364892810302603
HILp_QI11502	diagnosis	CD	4.05916854884638	1.57667238287484	388	165	0.0115687608916143	0.0366100028215642
HILn_QI15054	diagnosis	UC	-4.5769621272255	1.78737218836608	388	221	0.0119394016490107	0.0376637275994027
HILp_QI16668	diagnosis	CD	3.88949841302038	1.51789666363746	388	126	0.0119780170558615	0.0376667203014512
HILp_QI21301	diagnosis	CD	3.83261284332528	1.50165056799889	388	220	0.0123076953541104	0.0385821170975248
C18n_QI8539	diagnosis	UC	-5.2410097625961	2.06059238109616	388	234	0.0124750531172025	0.0389845409912579
HILp_QI22559	diagnosis	CD	-4.15379268071931	1.63350928353305	388	252	0.0125248594042385	0.0390182535957586
HILp_TF24	diagnosis	UC	5.41238317350786	2.13861090779442	388	205	0.0129466240104482	0.0402069068647458
HILp_QI22688	diagnosis	UC	-4.53242740574603	1.79643503805655	388	247	0.0131891813522866	0.0408333787996488
HILp_QI22688	diagnosis	CD	-4.06609097201672	1.61326742710438	388	247	0.0133254025944705	0.0411277857854029
HILp_QI13606	diagnosis	UC	-4.10303166700267	1.63056611060425	388	279	0.0134828105340573	0.0413583145216483
HILp_QI18825	diagnosis	UC	4.41128805430292	1.75257953985897	388	204	0.013443467744602	0.0413583145216483
HILp_QI13846	diagnosis	CD	3.66304657255061	1.46114721406166	388	272	0.0139501807916796	0.0426611033384696
HILp_QI14161	diagnosis	CD	4.73656275590296	1.89520725138524	388	197	0.0140865719012264	0.0429379524053058
C18n_QI8685	diagnosis	CD	4.36812268614432	1.74747273659658	388	170	0.0141265863413456	0.0429379524053058
HILn_QI24618	diagnosis	CD	4.10339533905163	1.64634297659794	388	240	0.0144833881319933	0.0438890549454344
HILn_QI4812	diagnosis	CD	3.81349825728116	1.5409684912322	388	156	0.0150610891730237	0.0455017799789235
C8p_QI26482	diagnosis	CD	5.04613230801686	2.04172594063601	388	191	0.0151808757181609	0.0455882153698525
HILp_QI10272	diagnosis	CD	3.75207408104162	1.51727570079346	388	259	0.0151741495836745	0.0455882153698525
HILp_QI20255	diagnosis	CD	4.10365391424002	1.66219477304085	388	240	0.0152503706968419	0.0456597925055146
HILp_QI21690	diagnosis	UC	3.62501471051876	1.47153365177755	388	126	0.0156349616416207	0.04667152728842
HILn_QI2121	diagnosis	CD	4.06796114951969	1.65493226670887	388	197	0.0157121896122758	0.0467624690841542
C18n_QI13911	diagnosis	CD	4.46224757850543	1.8164702373486	388	190	0.0157690535494307	0.0467924437668567
HILp_TF23	diagnosis	UC	4.94034513209021	2.01354524832939	388	271	0.0159300249495213	0.0471302513299447
C18n_QI7890	diagnosis	CD	3.90736479285121	1.59881323683473	388	148	0.0163163295391563	0.0481307656022311
C8p_QI21828	diagnosis	UC	4.15947527201237	1.71183435469664	388	247	0.0168232298623899	0.0493349849336946
HILp_QI25039	diagnosis	CD	3.49893965934952	1.43766881097928	388	117	0.0167938316524565	0.0493349849336946
C8p_QI26993	diagnosis	CD	3.77918293336236	1.55521722581485	388	164	0.0169171261111056	0.0494652810266247
C8p_QI7039	diagnosis	CD	-3.99116050221185	1.6507882863547	388	240	0.0174611807809025	0.0507592464561119
HILp_QI17087	diagnosis	UC	-3.89434336961921	1.61076202277886	388	195	0.0174283552270052	0.0507592464561119
C18n_QI13911	diagnosis	UC	4.87617295461944	2.02167370662207	388	190	0.0176622726016468	0.0511949930482516
HILn_QI1278	diagnosis	CD	3.62282697646033	1.50738481172105	388	141	0.0181793917222675	0.0525415945730274
C18n_QI13828	diagnosis	UC	5.07172875158412	2.12706771499312	388	244	0.0189755017935333	0.0546619078058287
HILp_QI25015	diagnosis	CD	3.76595029889937	1.57884218014219	388	159	0.0190223439164284	0.0546619078058287
HILp_QI12803	diagnosis	CD	-3.45997484603358	1.45295332867249	388	269	0.0191664083980942	0.0549180756392385
HILp_QI22179	diagnosis	CD	4.27542239495115	1.79826059274869	388	192	0.0193513588519029	0.0552895967197227
HILp_QI24865	diagnosis	CD	4.64894644019486	1.96196704868519	388	202	0.0197515634574409	0.0562722605625096
HILp_QI17209	diagnosis	UC	-3.48412111548911	1.47390036538372	388	245	0.0200637869915452	0.0569993948623442
HILn_QI15054	diagnosis	CD	-3.78679195833891	1.60465903999346	388	221	0.0202784632914181	0.0574460716470768
C18n_QI13897	diagnosis	CD	4.16423520280019	1.76802907918769	388	141	0.0204910593063342	0.057819265462847
HILn_QI2542	diagnosis	CD	-4.1583415143098	1.76680983664299	388	230	0.0205258392393107	0.057819265462847
HILn_QI3392	diagnosis	CD	-4.30128441906873	1.82837220349	388	308	0.0207102477322701	0.0581748531805341
C8p_QI27147	diagnosis	CD	3.51787714274204	1.50447606565807	388	176	0.0214002898161856	0.0599447894010801
HILp_TF4	diagnosis	UC	4.40584567716733	1.88938081932408	388	349	0.0216434316460867	0.0604565129778958
HILp_QI20096	diagnosis	CD	3.75358533598911	1.61963732652821	388	244	0.0225162515252184	0.0627193635799955
HILp_QI9491	diagnosis	CD	3.42902158731039	1.48127126962455	388	153	0.0227309030733737	0.0631413974260382
C18n_QI13819	diagnosis	CD	4.05581491485539	1.7591369234196	388	190	0.0232322688820679	0.0643553154627921
HILn_QI957	diagnosis	CD	3.66032657289254	1.58891102279705	388	138	0.0233495923564392	0.0645016363437548
HILp_TF4	diagnosis	CD	3.90909409195848	1.69978358317496	388	349	0.023515358823588	0.0646026341307361
HILn_QI1460	diagnosis	CD	-3.47535479897684	1.51046933340667	388	178	0.0235123698729228	0.0646026341307361
C18n_QI13334	diagnosis	CD	-4.02874178312257	1.75524972605572	388	206	0.0238751333338037	0.065411324202202
HILn_QI7647	diagnosis	CD	-3.5980763647275	1.57010088267493	388	263	0.0240716376018488	0.0657695016443955
C8p_QI26573	diagnosis	CD	4.24616278364053	1.86362719857101	388	208	0.0248989389607874	0.0674767993517275
HILp_QI20661	diagnosis	UC	-3.88358540157924	1.70402136344132	388	237	0.0248126544701529	0.0674767993517275
HILn_QI1552	diagnosis	CD	3.57024754304352	1.56687136918795	388	142	0.0248694804095765	0.0674767993517275
HILp_QI14551	diagnosis	UC	-3.72166717231385	1.63535606940859	388	211	0.0249914425446004	0.0675444393097308
HILp_QI22414	diagnosis	UC	-3.90841754344191	1.72626455391802	388	239	0.0257404452442241	0.0693812540275583
C8p_QI16430	diagnosis	UC	-4.18050554150717	1.84966491357752	388	245	0.0259640672840212	0.0697958797957558
HILp_QI11549	diagnosis	CD	-3.34815578145371	1.48247647429745	388	241	0.0260875750100307	0.0699398793834604
C18n_QI13819	diagnosis	UC	4.42055890645321	1.95863371378211	388	190	0.02616045020088	0.0699477278098397
HILn_QI2423	diagnosis	CD	-3.9204414356896	1.74098463235069	388	223	0.026603095251297	0.0709415873367921
HILn_QI2732	diagnosis	CD	-4.06260359992117	1.8201875899901	388	235	0.0279723856405605	0.0741600665634557
C8p_QI15972	diagnosis	UC	-3.71227997460882	1.66409542344997	388	230	0.0279055000632407	0.0741600665634557
C18n_QI8237	diagnosis	CD	-3.71946916460991	1.66802040433107	388	211	0.0280325051609863	0.0741600665634557
HILp_QI12781	diagnosis	CD	3.37736964590623	1.5159678237845	388	228	0.0281275878451295	0.0742152713591808
C8p_QI17020	diagnosis	UC	-4.07798470019377	1.83292916888124	388	253	0.0283182153772569	0.074521619413834
C18n_QI13324	diagnosis	CD	-3.82394120196338	1.72072913003728	388	199	0.0285942807740616	0.0750506057061984
C8p_QI16401	diagnosis	UC	-4.14863722958512	1.87418356800405	388	253	0.0291085424649649	0.0762003729449343
HILp_QI10124	diagnosis	CD	3.31244252991964	1.50000749922339	388	237	0.0295818253372684	0.0772371418727635
C8p_QI24569	diagnosis	UC	-4.05513994990209	1.84837884698221	388	252	0.0305333338498198	0.0795138902339058
HILp_QI25216	diagnosis	CD	-2.9158057212755	1.3301003736579	388	172	0.0308768611407238	0.0801996393265553
HILn_QI4086	diagnosis	CD	3.11628566666759	1.43057855226046	388	240	0.0318263882973272	0.0824517831536975
HILp_QI13616	diagnosis	UC	-3.9433197192181	1.81563945186429	388	255	0.0321514508631199	0.0830786844008267
HILn_QI3368	diagnosis	CD	-4.06649402219415	1.87718858319272	388	302	0.0328199513976686	0.0845875036022387
HILp_QI15496	diagnosis	CD	3.499091157199	1.62332176897525	388	259	0.0336404025728674	0.0862880248253321
HILp_QI20959	diagnosis	CD	2.99918371877309	1.39121445698916	388	174	0.0336523296818795	0.0862880248253321
HILn_QI2248	diagnosis	CD	-4.03802385517021	1.88602712252403	388	223	0.0347823897717268	0.0887794452222586
HILp_QI22384	diagnosis	CD	-2.77068427587263	1.29277399830646	388	187	0.0348015425271254	0.0887794452222586
HILn_QI2677	diagnosis	CD	-3.82046427071331	1.78750454575671	388	230	0.0351111872448824	0.0893414433712022
HILp_QI22465	diagnosis	CD	3.44198631703685	1.61235877806162	388	300	0.0352853862761767	0.0895568179598392
C18n_QI6982	diagnosis	CD	-3.54808999241642	1.66650192785562	388	191	0.0357521825003633	0.0900558753157766
HILn_QI1477	diagnosis	CD	-3.14902588567034	1.4787026718921	388	180	0.0357065649394498	0.0900558753157766
C18n_QI1615	diagnosis	CD	3.2911662469005	1.5448023807252	388	182	0.0356682155856247	0.0900558753157766
C18n_QI13354	diagnosis	CD	-3.50469007209606	1.65216982164593	388	214	0.0364411849108087	0.0915607661075594
HILp_QI20096	diagnosis	UC	3.81564530965037	1.8022637534823	388	244	0.0366714371821686	0.0919083638650842
HILn_QI17883	diagnosis	CD	3.67906183898519	1.73909803809503	388	297	0.0369461785183749	0.0923654462959374
C18n_QI8082	diagnosis	CD	-3.30300930756303	1.56329677390783	388	311	0.0372368682036574	0.0928600204579986
C18n_QI3961	diagnosis	UC	-4.6372598771094	2.19905765853987	388	174	0.0374090681671811	0.0930573835004504
HILp_QI24483	diagnosis	UC	-3.9122221550368	1.85783867794955	388	245	0.0377497899971613	0.0934400742503993
HILp_QI15503	diagnosis	UC	-3.18465037492023	1.51150916091085	388	235	0.0376663016102013	0.0934400742503993
HILp_QI18825	diagnosis	CD	3.30851456632834	1.57272976831645	388	204	0.038022123221068	0.0936505498055863
C18n_QI13333	diagnosis	CD	-3.35929679113229	1.59686422939205	388	165	0.0379889316201716	0.0936505498055863
C8p_QI8747	diagnosis	CD	-3.67891930685362	1.75133781003437	388	230	0.0382800164745231	0.0938235697904979
HILp_QI16269	diagnosis	CD	2.93964868892399	1.39911904592689	388	187	0.0382649190023478	0.0938235697904979
HILn_QI12440	diagnosis	CD	4.04252623673029	1.92633781654954	388	163	0.0384893311184682	0.0941018053610463
C8p_QI8858	diagnosis	CD	-3.69288223717119	1.76303779972652	388	229	0.0388231851058573	0.0941018053610463
HILp_QI16421	diagnosis	UC	-3.47374136001544	1.65973164106567	388	226	0.0388640456141121	0.0941018053610463
HILp_QI13194	diagnosis	UC	3.34364401345489	1.5967285034366	388	164	0.0387755322437464	0.0941018053610463
HILp_QI11443	diagnosis	CD	2.97004203138093	1.41700647382136	388	176	0.0386900502083505	0.0941018053610463
HILp_QI25216	diagnosis	UC	-3.12339040691086	1.49256214464112	388	172	0.038996419402019	0.0941942497633309
HILn_QI2717	diagnosis	CD	-3.79593423533652	1.81587862298826	388	235	0.0392625890363292	0.0946086482803114
HILn_QI2754	diagnosis	CD	-3.7651919677072	1.80387032167752	388	234	0.0395229632631174	0.0946461124901936
HILp_QI17131	diagnosis	CD	-3.6018797227372	1.72684740047955	388	255	0.0395620750209009	0.0946461124901936
HILp_QI16416	diagnosis	CD	3.00851411445519	1.44030320433053	388	217	0.0393855635481667	0.0946461124901936
C18n_QI7821	diagnosis	CD	-3.61843398500239	1.73715708567176	388	218	0.0398398051099803	0.0950830670882584
C8p_QI17050	diagnosis	UC	-3.78358832489363	1.82023065551052	388	240	0.040182542849997	0.0956727210714214
HILn_QI1220	diagnosis	CD	-3.67454947668685	1.76887611864481	388	195	0.0404019988829501	0.0957393338458533
C8p_QI13856	diagnosis	CD	-3.35832328647054	1.61643632801406	388	264	0.0403658329734602	0.0957393338458533
HILp_QI20255	diagnosis	UC	3.82814263611746	1.84960496329272	388	240	0.0409912348590728	0.0969059925746402
C8p_QI25015	diagnosis	UC	-3.74857721894457	1.81296879266739	388	246	0.0412273564128526	0.0972343311623881
HILn_QI2616	diagnosis	CD	-4.08694668953404	1.97863611286875	388	238	0.0415758449608456	0.0978255175549308
HILn_QI2647	diagnosis	CD	-4.05766664475793	1.96809684183891	388	241	0.0419609889385709	0.0984999740342041
HILp_QI15946	diagnosis	CD	-2.66369105165289	1.30380574064246	388	239	0.043839378187731	0.102668332992344
HILp_QI21566	diagnosis	CD	3.12292741338327	1.53158057077781	388	110	0.0442040193894811	0.103280419134302
C18n_QI13912	diagnosis	UC	3.84355112052573	1.88894334478744	388	206	0.0444862049390884	0.103697447410463
HILp_QI17063	diagnosis	UC	-3.73382774677733	1.83875736856997	388	218	0.0449416754988981	0.104515524416042
HILn_QI2569	diagnosis	CD	-3.30893929541146	1.62953558792634	388	217	0.045065375691205	0.104560036406508
HILp_QI11558	diagnosis	UC	3.3588591418088	1.65690306701703	388	229	0.0452959289821154	0.1048516874586
HILp_TF33	diagnosis	CD	4.00844806946813	1.97765876857332	388	155	0.0454901835628722	0.105039316695724
C8p_QI26211	diagnosis	CD	-3.33535519376248	1.64707078838954	388	259	0.045587063445944	0.105039316695724
HILn_QI2903	diagnosis	CD	-3.88732804412002	1.92757284045288	388	260	0.0465777500380892	0.107075287443883
HILp_QI19385	diagnosis	UC	-3.46462815092633	1.72241841071218	388	232	0.0469782199526388	0.107748210900548
C18n_QI10462	diagnosis	CD	-3.27856961184257	1.63037415024607	388	220	0.0471053083030861	0.107792467512783
HILp_QI10806	diagnosis	CD	3.12442667261353	1.55488519111803	388	231	0.0473218688628591	0.107794689892617
HILp_QI18482	diagnosis	UC	3.20801229002889	1.59707889117872	388	141	0.0472950518523956	0.107794689892617
HILp_QI12250	diagnosis	CD	-3.10607037773695	1.55101397053348	388	197	0.0479867117494589	0.108567221152622
C18n_QI10062	diagnosis	CD	-3.23692445635313	1.61612642743794	388	221	0.0479754995969055	0.108567221152622
C18n_QI8202	diagnosis	CD	-3.105586487535	1.54890189087126	388	239	0.0477754214903772	0.108567221152622
HILp_QI24513	diagnosis	UC	-3.52005625271024	1.76530627672978	388	249	0.0487962153033964	0.110149470210827
C8p_QI11993	diagnosis	CD	3.16437546652637	1.58905175169721	388	192	0.0494160004836368	0.11104719209806
HILp_QI14980	diagnosis	CD	-2.70603141599488	1.35899374719576	388	228	0.0493695031730803	0.11104719209806
HILp_QI13774	diagnosis	UC	-3.41255626075231	1.71854182398683	388	264	0.0497565529473286	0.111561777908808
C18n_QI9999	diagnosis	CD	-3.17581858616775	1.60252697434782	388	215	0.0503302050847844	0.112595537102426
C8p_QI19537	diagnosis	CD	-3.08862217614705	1.56099852545682	388	185	0.050717224136034	0.113208089589362
HILp_QI14410	diagnosis	CD	3.22207751321552	1.63466245960816	388	256	0.0515235825279346	0.114751854182482
C18n_QI13829	diagnosis	CD	3.07568597604996	1.56353956652239	388	354	0.0520871216916952	0.115749159314878
HILp_QI13774	diagnosis	CD	-3.02367615263507	1.5400695725718	388	264	0.0524300875273115	0.116252965692487
HILp_QI16119	diagnosis	CD	2.81452973502411	1.43494456893921	388	196	0.0526687498090131	0.116523782763303
HILp_TF52	diagnosis	CD	4.38346869179614	2.24190506404212	388	280	0.0533734535533247	0.117822193274447
HILp_QI24045	diagnosis	UC	-3.14201758357502	1.60945285124781	388	172	0.0536568535669676	0.118186902129885
C8p_QI26495	diagnosis	CD	-2.64947824561624	1.3604874654053	388	185	0.0543809451132497	0.119518560688461
HILp_QI11943	diagnosis	CD	-2.89796214389459	1.49596178353213	388	195	0.0556591015891314	0.122059433309499
HILp_QI21690	diagnosis	CD	2.52950643594316	1.30858554672876	388	126	0.0564931307909406	0.123617354028316
C8p_QI10754	diagnosis	UC	-3.66527395803359	1.90666151607745	388	210	0.0573449925172104	0.125207407242818
C8p_QI26128	diagnosis	CD	3.77623237229735	1.9656680724641	388	202	0.0576486964955194	0.125596288661262
C8p_QI26266	diagnosis	UC	-3.19735183273879	1.67159474390669	388	176	0.058679503270619	0.127564137544824
HILp_QI10124	diagnosis	UC	3.19380841577767	1.67376921086161	388	237	0.0592350880714334	0.128492598853435
C18n_TF5	diagnosis	CD	-2.69470547118219	1.42242655528714	388	309	0.0613315925429211	0.132752364811518
HILn_QI14750	diagnosis	UC	-3.21941600663817	1.70460172254051	388	134	0.0619146271648963	0.133724896684441
C18n_QI13811	diagnosis	UC	4.16914593123407	2.21398525489509	388	163	0.0625545121223428	0.13481575888436
HILp_QI17063	diagnosis	CD	-3.09665444908236	1.65120444972327	388	218	0.0637311972068955	0.136781421016485
HILn_TF6	diagnosis	UC	-2.50101306009174	1.33226963770191	388	134	0.0637401421936819	0.136781421016485
C8p_QI8940	diagnosis	CD	-3.18685396945511	1.70081660109277	388	210	0.0639688649376018	0.136978297510925
C18n_QI8145	diagnosis	CD	-3.01970282659334	1.61607650985733	388	291	0.0647905705479356	0.138441390059691
HILp_QI13201	diagnosis	CD	3.17037894729264	1.70533835300943	388	194	0.0660331603333829	0.140270023729575
HILp_QI22779	diagnosis	CD	2.80830872588441	1.50997360185885	388	314	0.0658957914387109	0.140270023729575
HILp_QI14093	diagnosis	CD	2.84342238616291	1.53044816895582	388	163	0.0661432610461625	0.140270023729575
C18n_QI8876	diagnosis	CD	-2.88147254994621	1.55040685712919	388	275	0.0662074512003596	0.140270023729575
HILp_QI10795	diagnosis	CD	2.8663212509228	1.54519398617335	388	127	0.0667201570296002	0.141057414438901
HILn_QI1414	diagnosis	UC	-3.38686661725422	1.83632533351452	388	180	0.0680556480224321	0.143577316503021
C18n_QI13897	diagnosis	UC	3.62618077792607	1.97069181672907	388	141	0.0686840191309623	0.144294157838156
HILp_QI19473	diagnosis	CD	-3.03316344595218	1.647291905133	388	257	0.0686288179511683	0.144294157838156
HILn_QI28561	diagnosis	UC	-3.2098759946626	1.75098749476371	388	220	0.0696375980356501	0.144476344472303
C8p_QI25709	diagnosis	CD	2.91858653161816	1.59108199673221	388	187	0.0695969454279902	0.144476344472303
C8p_QI27060	diagnosis	CD	2.92443510253598	1.59120490023264	388	190	0.0690876434540982	0.144476344472303
C18n_QI6872	diagnosis	CD	-2.96535365340321	1.61472564207103	388	319	0.0694790271711281	0.144476344472303
C18n_QI8931	diagnosis	CD	-2.90160876851249	1.58010010907562	388	271	0.0694502128494655	0.144476344472303
HILp_QI21908	diagnosis	CD	3.0659167803579	1.67029984398518	388	223	0.0694381023454656	0.144476344472303
HILp_QI22384	diagnosis	UC	-2.66398746262406	1.45321992518637	388	187	0.0699341635136882	0.144791228806808
HILp_QI13839	diagnosis	CD	2.83308962090003	1.55575311822274	388	137	0.0716401828712872	0.148016906758858
HILp_QI9050	diagnosis	CD	-2.58890246998234	1.42236719945261	388	271	0.0718665071618214	0.148178365282106
C18n_QI8425	diagnosis	CD	-3.10004070240516	1.70641831729006	388	292	0.07241671760628	0.149005591782469
C18n_QI10508	diagnosis	CD	-3.00036898228991	1.66097190515038	388	228	0.0739452268709159	0.151838248194899
HILp_QI14363	diagnosis	CD	2.65174257542079	1.47136885432079	388	261	0.0746741802898124	0.153020861249616
HILp_TF52	diagnosis	UC	4.48483630921481	2.49531140143171	388	280	0.0752571838992068	0.153273286963761
